event_id,equipment_name,equipment_code,timestamp,fault_description,technician_diagnosis,maintenance_actions,root_cause_analysis,related_multimodal_data
F-2024-0089,1#除鳞箱 阀站,DESCALER1-VALVE-STATION,2024/7/5 11:00,一台除鳞阀在关闭后无法完全密封，仍然有少量高压水通过。,阀门内部的阀芯或阀座磨损,将该阀门从管路上拆下，解体检查。发现阀芯的密封面上有一道明显的冲刷沟槽。更换阀芯和阀座组件。,水中硬质颗粒在高速流动下对阀芯密封面造成冲刷。,"{""photo_damage"": [""PHOTO_DESCALER1_VALVE_CORE_WORN_20240705_1400.jpg""], ""schematics"": ""Schematic_Descaler1_Piping.pdf"", ""drawing"": ""Drawing_A_Descaling_Valve.pdf""}"
F-2024-0090,2#卷取机 C1运输小车,COILER1-COIL-CAR,2024/7/5 17:00,钢卷运输小车在上升时，升到一半就停了，液压泵站过载。,小车导轨上有异物，卡住了滚轮。,检查小车运行轨道，发现在一侧导轨上卡着一块废钢板。清除异物后，小车运行恢复正常。,现场清理不及时，废料掉入设备运行区域。,"{""photo_internal"": [""PHOTO_COILER1_COIL_CAR_STUCK_20240705_1710.jpg""], ""schematics"": ""Schematic_Coil_Car_Hydraulic.pdf"", ""maintenance_log"": ""Log_COILER1_Area_Cleaning_2024.xlsx""}"
F-2024-0091,1#精轧机 F2机架,HRM1-RF2-GEARBOX,2024/7/6 10:00,F2机架齿轮箱呼吸器往外喷油，导致现场油污严重。,齿轮箱内部压力过高,检查呼吸器，发现其滤芯已被油泥和灰尘完全堵塞，无法正常“呼吸”。更换新的呼吸器滤芯。,呼吸器是易耗品，未按期更换。,"{""photo_internal"": [""PHOTO_HRM1_RF2_BREATHER_CLOGGED_20240706_1015.jpg""], ""maintenance_manual"": ""Manual_Gearbox_Maintenance.pdf#page=12"", ""oil_analysis_report"": ""REPORT_OIL_HRM1_RF2_GEARBOX_20240705.pdf""}"
F-2024-0092,2#板坯库 3号吊具,LIFTER-SLAB-03,2024/7/6 15:00,3号吊具的开闭传感器信号时有时无，导致PLC误报警。,传感器的感应距离太远，且安装支架松动。,调整传感器的安装位置，使其更靠近感应目标。并紧固其安装支架。信号恢复稳定。,初次安装调试不到位。,"{""electrical_drawing"": ""Drawing_E_Slab_Lifter_Control.pdf"", ""maintenance_log"": ""Log_LIFTER_SLAB_03_2024.xlsx"", ""photo_internal"": [""PHOTO_LIFTER03_SENSOR_LOOSE_20240706_1515.jpg""]}"
F-2024-0093,1#层流冷却区 控制阀,LFC1-CONTROL-VALVE,2024/7/7 9:30,一个水量控制阀的阀位反馈与指令不符，导致水量控制不准。,阀门定位器故障,拆下阀门定位器，在试验台上进行测试，发现其输出与输入信号非线性严重。更换新的智能阀门定位器，并重新进行自整定。,定位器内部的反馈电位计磨损。,"{""timeseries_data"": [""PLC_LFC1_VALVE3_CMD_FB_20240707_0925.csv""], ""maintenance_manual"": ""Manual_Valve_Positioner_Siemens.pdf#page=35"", ""photo_internal"": [""PHOTO_LFC1_POSITIONER_FAIL_20240707_1000.jpg""]}"
F-2024-0094,2#加热炉 炉门#1,FURN2-DOOR-01,2024/7/7 14:30,1号炉门密封不严，有大量高温烟气从门缝泄漏。,炉门耐火材料破损、脱落。,停炉降温。检查炉门，发现其内衬的耐火纤维模块有多处破损和脱落。重新进行浇注和砌筑。,炉门与炉体或钢坯发生碰撞，导致耐火材料受损。,"{""photo_damage"": [""PHOTO_FURN2_DOOR01_REFRACTORY_BROKEN_20240707_1500.jpg""], ""maintenance_log"": ""Log_FURN2_Refractory_2024.xlsx"", ""drawing"": ""Drawing_A_FURN2_DOOR.pdf""}"
F-2024-0095,1#精轧机 F5机架,HRM1-RF5-WRB,2024/7/8 11:00,F5机架工作辊平衡液压缸泄漏，导致上工作辊无法被有力地抬起。,工作辊平衡缸密封件损坏,拆解液压缸，更换内部全套密封件，包括活塞密封和活塞杆密封。,密封件正常磨损老化。,"{""photo_leak"": [""PHOTO_HRM1_RF5_WRB_CYLINDER_LEAK_20240708_1105.jpg""], ""schematics"": ""Schematic_HRM1_Roll_Balancing.pdf#page=4"", ""drawing"": ""Drawing_A_WRB_Cylinder.pdf""}"
F-2024-0096,2#卷取机 C1剪切机,COILER1-SHEAR-HYD,2024/7/8 17:00,剪切机液压缸动作时，系统压力瞬间跌落，剪切无力。,液压系统蓄能器氮气压力不足,关闭油路，测量蓄能器的氮气预充压力，发现只有5MPa（正常应为9MPa）。使用充氮车为蓄能器补充氮气至规定压力。,氮气通过皮囊自然渗透，或充气阀有微小泄漏。,"{""timeseries_data"": [""PLC_COILER1_SHEAR_PRESSURE_20240708_1655.csv""], ""maintenance_manual"": ""Manual_Accumulator_Service.pdf#page=10"", ""schematics"": ""Schematic_COILER1_Shear_Hydraulic.pdf""}"
F-2024-0097,1#粗轧机 R1区域,HRM1-R1-CAMERA,2024/7/9 9:00,用于监控钢坯位置的工业相机图像模糊不清。,相机镜头被灰尘和油污覆盖,使用无尘布和镜头清洁液，仔细擦拭相机镜头和防护罩。图像恢复清晰。,相机安装在开放区域，环境差，且未定期清洁。,"{""photo_internal"": [""PHOTO_HRM1_R1_CAMERA_LENS_DIRTY_20240709_0910.jpg""], ""maintenance_log"": ""Log_Industrial_Cameras_2024.xlsx"", ""maintenance_manual"": ""Manual_Cognex_Camera.pdf#page=25""}"
F-2024-0098,2#精轧机 F7电机,HRM2-RF7-MOTOR,2024/7/9 15:00,F7主电机轴承非驱动侧温度异常，振动频谱中出现滚动体故障频率。,非驱动侧轴承滚动体出现点蚀,停机，更换电机非驱动侧轴承。检查换下的轴承，发现滚动体表面有明显的麻点。,电流通过轴承，产生电火花烧蚀。可能是接地碳刷失效。,"{""vibration"": [""VIB_HRM2_RF7_NDE_20240709_1455.csv""], ""thermal_image"": [""IMG_HRM2_RF7_NDE_BEARING_HOT_20240709_1458.csv""], ""photo_damage"": [""PHOTO_HRM2_RF7_BEARING_PITTING_20240709_1700.jpg""], ""maintenance_manual"": ""Manual_DC_Motor_Maintenance.pdf#page=30""}"
F-2024-0099,1#加热炉 炉门#3,FURN1-DOOR-03,2024/7/10 10:30,3号炉门提升链条断裂，导致炉门掉落。,链条长期在高温下使用，强度下降，且存在磨损，最终在承载时断裂。,使用天车将炉门吊起，更换新的高强度耐热链条。,链条选型不当或已超期服役。,"{""photo_damage"": [""PHOTO_FURN1_DOOR03_CHAIN_BROKEN_20240710_1035.jpg""], ""drawing"": ""Drawing_A_FURN1_DOOR_Lifting.pdf"", ""maintenance_log"": ""Log_FURN1_Chains_2024.xlsx""}"
F-2024-0100,2#卷取机 C2助卷辊,COILER2-PINCHROLL-MOTOR,2024/7/10 16:30,助卷辊液压马达运行时噪音极大，且输出转速不稳。,液压马达轴承损坏,拆解液压马达，发现其内部的滚针轴承已碎裂，滚针散落在壳体内。,液压油污染或长期超压运行。,"{""photo_damage"": [""PHOTO_COILER2_HYDMOTOR_BEARING_FAIL_20240710_1800.jpg""], ""schematics"": ""Schematic_COILER2_Hydraulic_System.pdf#page=18"", ""vibration"": [""VIB_COILER2_PINCHROLL_MOTOR_20240710_1625.csv""]}"
F-2024-0101,1#精轧机 F4机架,HRM1-RF4-MOTOR,2024/7/11 12:00,F4机架电机运行时，振动突然增大，DCS系统三级报警，紧急停机。,电机与减速箱之间的联轴器螺栓全部剪断,检查传动系统，发现联轴器的所有高强度螺栓均在根部被剪断。更换所有螺栓并重新对中。,轧制过程中发生卡钢等恶性事故，巨大的冲击扭矩导致联轴器螺栓剪断。,"{""vibration"": [""VIB_HRM1_RF4_MOTOR_HIGH_20240711_1158.csv""], ""photo_damage"": [""PHOTO_HRM1_RF4_COUPLING_BOLT_SHEARED_20240711_1230.jpg""], ""maintenance_manual"": ""Manual_Coupling_Installation.pdf#page=10""}"
F-2024-0102,2#粗轧机 R1液压站,HRM2-HYD-R1-PUMP,2024/7/11 18:00,R1液压站主泵运行时，噪音异常尖锐，出口压力上不去。,液压泵吸空（吸入空气）,检查油箱液位正常。检查泵的吸入管路，发现一个法兰接头松动，有吸气的声音。紧固法兰螺栓后，噪音消失，压力恢复正常。,管路接头在设备振动下松动。,"{""vibration"": [""VIB_HRM2_HYD_R1_PUMP_AERATION_20240711_1755.csv""], ""schematics"": ""Schematic_HRM2_Hydraulic_System.pdf#page=14"", ""photo_internal"": [""PHOTO_HRM2_HYD_R1_FLANGE_LOOSE_20240711_1810.jpg""]}"
F-2024-0103,1#层流冷却区 浊环水泵#1,LFC1-PUMP-01-VALVE,2024/7/12 10:00,1号泵出口电动蝶阀无法远程关闭。,电动蝶阀执行器电机烧毁,现场手动操作阀门开关正常。检查电动执行器，测量电机线圈电阻无穷大，已烧毁。更换执行器电机。,阀门卡涩后，操作人员强行关阀，导致电机长时间堵转过载。,"{""electrical_drawing"": ""Drawing_E_LFC1_PUMP01_Valve.pdf"", ""photo_damage"": [""PHOTO_LFC1_VALVE_MOTOR_BURNED_20240712_1030.jpg""], ""maintenance_log"": ""Log_LFC1_Valves_2024.xlsx""}"
F-2024-0104,2#加热炉 步进梁,FURN2-WALKINGBEAM-HYD,2024/7/12 16:00,步进梁平移液压缸油管爆裂，大量液压油喷出。,液压胶管老化，承压能力下降。,停机泄压。更换爆裂的液压胶管。并检查同一批次的其他胶管，发现也有龟裂现象，一并更换。,液压胶管已到使用年限，未按规定进行预防性更换。,"{""photo_leak"": [""PHOTO_FURN2_HOSE_BURST_20240712_1605.jpg""], ""schematics"": ""Schematic_FURN2_WalkingBeam_Hydraulic.pdf"", ""maintenance_log"": ""Log_Hydraulic_Hoses_2024.xlsx""}"
F-2024-0105,1#精轧机 F6机架,HRM1-RF6-HGC,2024/7/13 11:30,F6机架HGC系统在轧制薄规格时，出现高频振动，俗称“颤钢”。,HGC伺服控制器增益设置过高，导致系统不稳定。,在工程师站中，适当降低HGC伺服控制器的速度环和位置环增益。高频振动消失。,为了追求高响应速度，将控制器参数设置在临界稳定点，当工况变化时就容易失稳。,"{""vibration"": [""VIB_HRM1_RF6_CHATTER_20240713_1128.csv""], ""timeseries_data"": [""PLC_HRM1_RF6_HGC_OSCILLATION_20240713_1128.csv""], ""maintenance_manual"": ""Manual_HGC_Tuning_Guide.pdf#page=35""}"
F-2024-0106,2#卷取机 C1电机,COILER1-MOTOR-COOL,2024/7/13 17:30,C1卷取机主电机冷却水流量低报警。,电机空-水冷却器堵塞,检查冷却水系统，发现进入电机的冷却水压力正常，但回水压力极低。判断冷却器内部堵塞。拆开冷却器，发现内部管束被水垢堵死。进行清洗。,冷却水水质差，硬度高。,"{""timeseries_data"": [""PLC_COILER1_MOTOR_COOLING_FLOW_20240713_1725.csv""], ""photo_internal"": [""PHOTO_COILER1_COOLER_CLOGGED_20240713_1830.jpg""], ""schematics"": ""Schematic_Motor_Cooling_System.pdf""}"
F-2024-0107,1#粗轧机 R2区域,HRM1-R2-LUB,2024/7/14 10:00,R2机架附近的地面上到处是黄油，一个自动润滑分配器爆裂。,润滑管路末端堵塞，导致分配器超压爆裂。,检查该分配器负责的所有润滑点，发现其中一个轴承座的油嘴已被外物撞坏并堵死。更换油嘴和爆裂的分配器。,设备点检不到位，未能及时发现损坏的油嘴。,"{""photo_leak"": [""PHOTO_HRM1_R2_LUB_DISTRIBUTOR_BROKEN_20240714_1005.jpg""], ""schematics"": ""Schematic_Centralized_Lubrication_HRM1.pdf#page=8""}"
F-2024-0108,2#精轧机 F5机架,HRM2-RF5-DRIVE,2024/7/14 16:00,F5主电机变频器报“IGBT故障”， kırmızı bir ışık yanıp sönüyor (红灯闪烁)。,变频器功率模块（IGBT）损坏,使用万用表二极管档测量IGBT模块，发现其中一个已击穿。更换新的IGBT模块。,IGBT模块过热、过流或达到使用寿命。,"{""photo_damage"": [""PHOTO_HRM2_RF5_IGBT_FAIL_20240714_1630.jpg""], ""maintenance_manual"": ""Manual_VFD_ABB_ACS800.pdf#page=180"", ""electrical_drawing"": ""Drawing_E_HRM2_RF5_Drive_Cabinet.pdf""}"
F-2024-0109,1#加热炉 废气分析仪,FURN1-GAS-ANALYZER,2024/7/15 11:00,废气分析仪O2读数异常低，与实际严重不符。,分析仪取样泵故障，无法将烟气抽入分析仪。,检查分析仪，听到取样泵没有工作的声音。测量泵的电机，已烧毁。更换取样泵。,泵的隔膜老化破裂，烟气中的冷凝水进入泵体导致电机短路。,"{""photo_damage"": [""PHOTO_FURN1_ANALYZER_PUMP_FAIL_20240715_1120.jpg""], ""maintenance_manual"": ""Manual_Gas_Analyzer_Siemens.pdf#page=28""}"
F-2024-0110,2#卷取机 C2液压系统,COILER2-HYD-FILTER,2024/7/15 17:00,液压站高压滤芯压差报警。,高压滤芯达到饱和，需要更换。,切换到备用滤芯。更换报警的滤芯。,滤芯正常寿命到期。,"{""maintenance_log"": ""Log_Hydraulic_Filters_2024.xlsx"", ""schematics"": ""Schematic_COILER2_Hydraulic_System.pdf#page=10""}"
F-2024-0111,1#精轧机 F3电机,HRM1-RF3-MOTOR,2024/7/16 10:30,F3主电机运行时，有明显的焦糊味，且外壳温度异常高。,电机通风不畅，内部积灰严重，影响散热。,停机，打开电机端盖，发现内部绕组和铁芯上覆盖了厚厚一层碳粉和灰尘的混合物。使用压缩空气和吸尘器进行彻底清扫。,电机防护等级不足，或密封有缺陷，导致外部灰尘进入。,"{""thermal_image"": [""IMG_HRM1_RF3_MOTOR_HOT_20240716_1028.csv""], ""photo_internal"": [""PHOTO_HRM1_RF3_MOTOR_DIRTY_20240716_1100.jpg""], ""maintenance_manual"": ""Manual_DC_Motor_Maintenance.pdf#page=15""}"
F-2024-0112,2#板坯库 天车轨道,CRANE-TRACK-SLAB,2024/7/16 16:00,天车行走时，在某一段轨道有剧烈的颠簸和撞击声。,天车轨道接头处松动，两根钢轨产生错台。,检查轨道，发现在一处接头，连接夹板螺栓松动，导致两根钢轨端部有超过5mm的高度差。重新对齐钢轨并紧固所有螺栓。,日常轨道巡检不到位。,"{""photo_damage"": [""PHOTO_CRANE_TRACK_JOINT_FAULT_20240716_1615.jpg""], ""maintenance_manual"": ""Manual_Crane_Track_Maintenance.pdf#page=9""}"
F-2024-0113,1#层流冷却区 浊环水泵#2,LFC1-PUMP-02,2024/7/17 11:00,2号泵电机启动电流比平时大很多，启动时间变长。,泵的叶轮与泵壳之间有异物卡住。,停机。反向盘动泵的联轴器，感觉有阻力。拆开泵壳，发现叶轮流道内卡着一块木头。清除异物后，电机启动恢复正常。,回水渠的格栅破损，未能拦截大块杂物。,"{""timeseries_data"": [""PLC_LFC1_PUMP02_STARTUP_CURRENT_20240717_1058.csv""], ""photo_internal"": [""PHOTO_LFC1_PUMP02_IMPELLER_STUCK_20240717_1145.jpg""], ""maintenance_log"": ""Log_LFC1_Pumps_2024.xlsx""}"
F-2024-0114,2#精轧机 F1机架,HRM2-RF1-WRB,2024/7/17 17:30,F1机架换辊后，上工作辊无法抬起，被卡住。,工作辊平衡系统窜油，导致液压缸两侧压力失衡。,检查平衡液压缸，发现其活塞密封损坏，导致有杆腔和无杆腔之间的液压油互通。更换液压缸密封件。,密封件磨损老化。,"{""schematics"": ""Schematic_HRM2_Roll_Balancing.pdf#page=4"", ""maintenance_log"": ""Log_HRM2_Hydraulics_2024.xlsx""}"
F-2024-0115,1#卷取机 C1区域,COILER1-AIR-DRYER,2024/7/18 10:00,仪表空气干燥机无法正常排水，导致压缩空气含水量超标。,干燥机的自动排水器电磁阀卡死,手动操作排水器可以排水。检查电磁阀，发现其阀芯卡在关闭位置。清洗或更换电磁阀。,压缩空气中的油污和杂质导致电磁阀卡涩。,"{""photo_internal"": [""PHOTO_COILER1_AIR_DRYER_DRAIN_FAIL_20240718_1020.jpg""], ""maintenance_manual"": ""Manual_Air_Dryer.pdf#page=12""}"
F-2024-0116,2#粗轧机 R3电机,HRM2-R3-MOTOR,2024/7/18 16:30,R3主电机运行时，换向器火花呈环状，俗称“环火”。,换向器片间云母凸出，导致碳刷被弹开，接触不良。,停机。使用专用工具下刻换向器片间云母，使其低于换向片表面。并对换向器表面进行精细打磨。,电机长期运行，铜质的换向片磨损速度快于云母，导致云母凸出。,"{""photo_damage"": [""PHOTO_HRM2_R3_COMMUTATOR_RINGFIRE_20240718_1628.jpg""], ""maintenance_manual"": ""Manual_DC_Motor_Maintenance.pdf#page=28""}"
F-2024-0117,1#除鳞箱 出口,DESCALER1-EXIT,2024/7/19 11:00,出口侧的挡水帘破损严重，大量高压水溅射到后续设备上。,挡水帘的橡胶材料老化、开裂。,停机。更换新的挡水帘。,橡胶在高温、高湿环境下自然老化。,"{""photo_damage"": [""PHOTO_DESCALER1_CURTAIN_BROKEN_20240719_1105.jpg""], ""maintenance_log"": ""Log_Descaler_Spares_2024.xlsx""}"
F-2024-0118,2#卷取机 C2区域,COILER2-WELDING,2024/7/19 17:00,用于连接钢卷的焊机无法起弧，无法进行焊接。,焊机接地不良,检查焊接回路，发现接地电缆的夹子与钢带接触点有严重的氧化层。打磨接触点，并夹紧接地夹。焊接恢复正常。,现场环境潮湿，导致接触点氧化。,"{""photo_internal"": [""PHOTO_COILER2_WELDER_GROUND_BAD_20240719_1710.jpg""], ""maintenance_manual"": ""Manual_Welding_Machine.pdf#page=19""}"
F-2024-0119,1#精轧机 F7机架,HRM1-RF7-GEARBOX,2024/7/20 10:00,F7机架齿轮箱振动值持续升高，在线油液监测系统报“金属颗粒超标”。,齿轮箱内轴承已进入严重磨损期,停机，对齿轮箱进行内窥镜检查，发现一个轴承的滚子表面有剥落。安排大修更换此轴承。,轴承达到疲劳寿命。,"{""vibration"": [""VIB_HRM1_RF7_GEARBOX_HIGH_20240720_0955.csv""], ""oil_analysis_report"": ""REPORT_ONLINE_OIL_HRM1_RF7_20240720.pdf"", ""photo_internal"": [""PHOTO_HRM1_RF7_BEARING_SPALLING_ENDOSCOPE_20240720_1100.jpg""]}"
F-2024-0120,2#加热炉 炉门#3,FURN2-DOOR-03-DRIVE,2024/7/20 16:30,3号炉门提升电机过载，检查发现机械部分很重。,炉门导轨润滑不良，导致摩擦力过大。,对炉门两侧的导轨和滚轮进行彻底清理，并涂抹耐高温润滑脂。电机负载恢复正常。,高温环境下润滑脂易流失，需要更频繁地进行补充。,"{""timeseries_data"": [""PLC_FURN2_DOOR03_MOTOR_CURRENT_20240720_1625.csv""], ""maintenance_log"": ""Log_FURN2_Doors_LUB_2024.xlsx""}"
F-2024-0121,1#粗轧机 R3电机,HRM1-R3-TACHO,2024/7/21 11:00,R3主电机速度反馈不稳定，导致轧制速度波动。,测速发电机碳刷磨损，接触不良。,检查安装在电机尾部的测速发电机，发现其碳刷已磨损到极限。更换新碳刷后，速度反馈信号稳定。,碳刷是易损件，未按期检查更换。,"{""timeseries_data"": [""PLC_HRM1_R3_SPEED_FB_FLUCTUATE_20240721_1055.csv""], ""photo_damage"": [""PHOTO_HRM1_R3_TACHO_BRUSH_WORN_20240721_1115.jpg""], ""electrical_drawing"": ""Drawing_E_HRM1_R3_Control.pdf""}"
F-2024-0122,2#精轧机 F2机架,HRM2-RF2-COOLING,2024/7/21 17:00,F2机架的冷却水回水管路振动剧烈，噪音很大。,管路中存在气穴，水流不稳定。,打开管路最高点的排气阀，排出大量气体后，振动和噪音消失。,系统在停机后重新注水时，空气未排尽。,"{""maintenance_log"": ""Log_HRM2_Cooling_System_2024.xlsx"", ""schematics"": ""Schematic_HRM2_Cooling_System.pdf#page=9""}"
F-2024-0123,1#卷取机 C1区域,COILER1-HPU,2024/7/22 10:00,液压动力单元（HPU）油箱温度高报警。,油箱内的冷却水盘管泄漏，导致水进入油中，油品乳化，散热性能下降。,对油品进行取样化验，确认含水量超标。排空油箱，对冷却盘管进行压力测试，发现泄漏点。补焊或更换盘管，并更换全部液压油。,盘管腐蚀或焊缝质量问题。,"{""oil_analysis_report"": ""REPORT_OIL_COILER1_HPU_WATER_HIGH_20240722.pdf"", ""thermal_image"": [""IMG_COILER1_HPU_HOT_20240722_0955.jpg""], ""photo_damage"": [""PHOTO_COILER1_HPU_COIL_LEAK_20240722_1400.jpg""]}"
F-2024-0124,2#板坯库 5号天车,CRANE-SLAB-05-DRIVE,2024/7/22 16:30,5号天车大车行走时，其中一个驱动轮空转，不输出动力。,驱动半轴断裂,检查该驱动轮的传动系统，发现连接减速箱和车轮的半轴已断裂。,半轴存在材料缺陷或长期疲劳。,"{""photo_damage"": [""PHOTO_CRANE05_AXLE_BROKEN_20240722_1700.jpg""], ""drawing"": ""Drawing_A_CRANE05_Wheel_Assembly.pdf"", ""maintenance_log"": ""Log_CRANE_SLAB_05_2024.xlsx""}"
F-2024-0125,1#层流冷却区,LFC1-LIGHTING,2024/7/23 9:00,层流冷却区的一个照明灯不亮。,灯具的镇流器烧毁,更换灯管无效。测量镇流器输入电压正常，输出为0。更换镇流器后，灯点亮。,镇流器质量问题或老化。,"{""electrical_drawing"": ""Drawing_E_LFC1_Lighting.pdf"", ""maintenance_log"": ""Log_Lighting_System_2024.xlsx""}"
F-2024-0126,2#加热炉 炉门#2,FURN2-DOOR-02-SENSOR,2024/7/23 15:00,2号炉门上限位开关信号丢失，导致炉门提升时无法自动停止。,限位开关被外物撞坏,检查炉门上限位开关，发现其外壳已破碎，内部元件损坏。更换新的限位开关。,炉门在运行中与未知物体发生碰撞。,"{""photo_damage"": [""PHOTO_FURN2_DOOR02_LIMIT_SWITCH_BROKEN_20240723_1510.jpg""], ""electrical_drawing"": ""Drawing_E_FURN2_Door_Control.pdf""}"
F-2024-0127,1#精轧机 F5机架,HRM1-RF5-HYD,2024/7/24 11:00,F5机架液压系统主管道压力异常波动，导致多个执行机构动作不稳。,主泵的压力补偿器故障,检查主泵，发现其压力补偿控制器响应迟钝。拆解后发现内部弹簧断裂。更换弹簧组件后，压力恢复稳定。,弹簧达到疲劳寿命。,"{""timeseries_data"": [""PLC_HRM1_HYD_PRESSURE_FLUCTUATE_20240724_1055.csv""], ""schematics"": ""Schematic_Main_Hydraulic_Pump.pdf"", ""photo_damage"": [""PHOTO_HRM1_PUMP_COMPENSATOR_SPRING_BROKEN_20240724_1400.jpg""]}"
F-2024-0128,2#卷取机 C1运输链,COILER1-CHAIN-LUB,2024/7/24 17:00,钢卷运输链自动润滑系统不工作。,润滑泵电机无法启动，接触器不吸合。,检查控制回路，发现启动按钮的常开触点接触不良。更换启动按钮后，系统恢复正常。,按钮触点氧化或机械故障。,"{""electrical_drawing"": ""Drawing_E_Chain_Lubrication.pdf"", ""maintenance_log"": ""Log_COILER1_LUB_2024.xlsx""}"
F-2024-0129,1#粗轧机 R2减速箱,HRM1-R2-GEARBOX,2024/7/25 10:00,R2减速箱油位镜模糊不清，无法观察油位。,油位镜老化，内部被油泥污染。,更换新的油位镜。,塑料材质的油位镜在高温油品环境下长期使用后会老化变色。,"{""photo_internal"": [""PHOTO_HRM1_R2_OIL_LEVEL_GAUGE_DIRTY_20240725_1010.jpg""], ""maintenance_log"": ""Log_HRM1_R2_GEARBOX_2024.xlsx""}"
F-2024-0130,2#精轧机 F6机架,HRM2-RF6-HPU,2024/7/25 16:30,HGC液压动力单元（HPU）的一台主泵无法启动。,电机与泵之间的联轴器弹性体已粉碎,手动盘动电机，转动正常。盘动泵，无法转动。拆开联轴器护罩，发现内部的梅花形弹性体已经完全碎裂。更换弹性体后，启动正常。,弹性体老化，或电机与泵对中不良，导致弹性体异常磨损。,"{""photo_damage"": [""PHOTO_HRM2_RF6_HPU_COUPLING_BROKEN_20240725_1645.jpg""], ""drawing"": ""Drawing_A_Pump_Motor_Coupling.pdf""}"
F-2024-0131,1#加热炉 煤气管道,FURN1-GAS-PIPE,2024/7/26 11:00,煤气管道上一个手动阀门关不严，有少量煤气泄漏。,阀门内部密封圈损坏,关闭上游总阀。拆解该手动阀门，发现其球体密封圈（聚四氟乙烯）已有破损。更换密封圈。,阀门开关过于频繁或煤气中杂质导致密封圈磨损。,"{""photo_damage"": [""PHOTO_FURN1_VALVE_SEAL_BROKEN_20240726_1400.jpg""], ""maintenance_log"": ""Log_FURN1_Valves_2024.xlsx""}"
F-2024-0132,2#卷取机 C1助卷辊,COILER2-PINCHROLL-LIFT,2024/7/26 17:00,下助卷辊升降不平，一侧高一侧低。,两侧的升降机构机械不同步,检查两侧的同步齿轮齿条机构，发现一侧的齿条固定螺栓松动，导致齿条移位。重新固定并校准两侧齿条的位置。,设备振动导致螺栓松动。,"{""photo_internal"": [""PHOTO_COILER2_PINCHROLL_RACK_LOOSE_20240726_1720.jpg""], ""drawing"": ""Drawing_A_Pinch_Roll_Lifting.pdf""}"
F-2024-0133,1#精轧机 F7 PLC,HRM1-RF7-PLC,2024/7/27 10:00,主PLC的CPU模块报“硬件故障”，进入STOP模式，全线停机。,PLC的CPU模块硬件故障,尝试复位和重启CPU无效。更换备用的CPU模块，并重新下载程序和组态。系统恢复正常。,CPU模块达到使用寿命或受到电网浪涌冲击。,"{""photo_damage"": [""PHOTO_HRM1_PLC_CPU_FAIL_20240727_1030.jpg""], ""maintenance_log"": ""Log_PLC_Main_2024.xlsx"", ""electrical_drawing"": ""Drawing_E_Main_PLC_Rack.pdf""}"
F-2024-0134,2#粗轧机 R1电机,HRM2-R1-TACHO,2024/7/27 16:30,R1电机速度反馈为0，但电机在转。,测速发电机联轴器断裂,检查电机尾部的测速发电机，发现其与电机轴连接的联轴器已断裂，导致测速机不转。更换联轴器。,联轴器疲劳断裂。,"{""photo_damage"": [""PHOTO_HRM2_R1_TACHO_COUPLING_BROKEN_20240727_1640.jpg""], ""electrical_drawing"": ""Drawing_E_HRM2_R1_Control.pdf""}"
F-2024-0135,1#层流冷却区,LFC1-EMERGENCY-STOP,2024/7/28 9:30,现场一个急停按钮被按下后，无法复位。,急停按钮机械结构卡死,拆解该急停按钮，发现内部有异物（铁屑），导致复位弹簧无法弹起。清理异物后恢复正常。,按钮防护等级不够，现场环境差。,"{""photo_internal"": [""PHOTO_LFC1_ESTOP_STUCK_20240728_0940.jpg""], ""electrical_drawing"": ""Drawing_E_LFC1_Safety_Circuit.pdf""}"
F-2024-0136,2#加热炉 辐射管,FURN2-RADIANT-TUBE,2024/7/28 15:00,一个U型辐射管变形严重，几乎接触到板坯。,辐射管长期在高温下使用，发生高温蠕变和下垂。,停炉降温。更换变形的辐射管。,辐射管材料选择不当或已超期服役。,"{""photo_damage"": [""PHOTO_FURN2_RADIANT_TUBE_BENT_20240728_1800.jpg""], ""drawing"": ""Drawing_A_FURN2_Radiant_Tube.pdf"", ""maintenance_log"": ""Log_FURN2_Tubes_2024.xlsx""}"
F-2024-0137,1#精轧机 F6机架,HRM1-RF6-DRIVE,2024/7/29 11:00,F6主传动变频器报“通讯丢失”故障。,连接PLC和变频器的Profibus通讯电缆接头松动。,检查变频器侧的Profibus接头，发现没有锁紧。重新插拔并锁紧接头后，通讯恢复。,维护人员作业后忘记锁紧接头。,"{""electrical_drawing"": ""Drawing_E_HRM1_Profibus_Network.pdf"", ""maintenance_log"": ""Log_HRM1_Drives_2024.xlsx""}"
F-2024-0138,2#卷取机 C1操作台,COILER1-CONSOLE-BUTTON,2024/7/29 17:00,操作台上的一个指示灯不亮，但对应设备在运行。,指示灯的灯泡烧毁,更换同型号的LED指示灯泡后恢复正常。,灯泡达到使用寿命。,"{""photo_internal"": [""PHOTO_COILER1_CONSOLE_LAMP_FAIL_20240729_1705.jpg""], ""electrical_drawing"": ""Drawing_E_COILER1_Console.pdf""}"
